filename,width,height,class,xmin,ymin,xmax,ymax
Img_1883_jpg.rf.c3efe843893f59487ef63c88d0e24e2c.jpg,640,640,0,309,230,418,277
Img_1883_jpg.rf.c3efe843893f59487ef63c88d0e24e2c.jpg,640,640,0,85,208,291,444
ck0tsw61gqm680794v186apwr_jpeg_jpg.rf.c475de5db182729fbfc329f16a8da6c6.jpg,640,640,4,198,275,217,309
fire1-413-_jpg.rf.c4431f2192249a63454c5840a2be3260.jpg,640,640,2,168,174,454,370
Img_1606_jpg.rf.c3c25f9c1a823d2b219aab857a99c071.jpg,640,640,0,237,214,373,294
Img_1606_jpg.rf.c3c25f9c1a823d2b219aab857a99c071.jpg,640,640,0,277,153,349,213
Img_1606_jpg.rf.c3c25f9c1a823d2b219aab857a99c071.jpg,640,640,0,246,61,380,142
Img_2096_jpg.rf.c427d80a62d8f736c4d319aaea6c64cb.jpg,640,640,0,286,230,363,474
Img_248_jpg.rf.c3b7178b59fbf12999e17c127a953255.jpg,640,640,0,194,155,337,497
Img_248_jpg.rf.c3b7178b59fbf12999e17c127a953255.jpg,640,640,0,313,507,398,541
Img_248_jpg.rf.c3b7178b59fbf12999e17c127a953255.jpg,640,640,0,265,12,336,103
NoiseWEBSmoke1795_jpg.rf.c42bc12414cdd77f43595cd0512af2cb.jpg,640,640,4,182,80,638,398
NoiseWEBSmoke1795_jpg.rf.c42bc12414cdd77f43595cd0512af2cb.jpg,640,640,2,492,360,526,398
Img_1915_jpg.rf.c47181a39c5f820ddb56e2740cfbb4c2.jpg,640,640,0,85,169,316,433
Img_1413_jpg.rf.c4530259d7171c46fab1ce87c8ae432c.jpg,640,640,0,338,415,355,436
ck0u13mbhte0v0838nxz2zdkf_jpeg_jpg.rf.c45cfb4591d3afa72ea1a7ce51eb029d.jpg,640,640,4,177,268,202,299
MirrorWEBSmoke1310_jpg.rf.c47fbab96076070fec6d02106fce6ca6.jpg,640,640,2,380,228,572,346
MirrorWEBSmoke1310_jpg.rf.c47fbab96076070fec6d02106fce6ca6.jpg,640,640,2,80,342,158,414
Img_67_jpg.rf.c49369cdfbe313b96de54e880649f598.jpg,640,640,0,255,119,345,342
ck0u030x8uono0701kp4dvddz_jpeg_jpg.rf.c49518e64b807bdf28f51f3c5529f807.jpg,640,640,4,307,206,551,342
Img_579_jpg.rf.c4801d6df9927f75a8cfd25a3037e8d6.jpg,640,640,0,122,73,520,479
WEBFire290_jpg.rf.c49ca5707f4c24a9c8adba0fe0b77579.jpg,640,640,4,302,176,429,281
WEBFire290_jpg.rf.c49ca5707f4c24a9c8adba0fe0b77579.jpg,640,640,4,137,225,257,306
WEBFire290_jpg.rf.c49ca5707f4c24a9c8adba0fe0b77579.jpg,640,640,2,124,288,130,294
WEBFire290_jpg.rf.c49ca5707f4c24a9c8adba0fe0b77579.jpg,640,640,2,134,288,142,296
Img_118_jpg.rf.c46a64ed2d8b9c8962df27ff62dced24.jpg,640,640,0,249,103,350,337
0099_jpg.rf.c4affde09d1998e394f53b1d72cdaaca.jpg,640,640,4,118,96,302,334
0099_jpg.rf.c4affde09d1998e394f53b1d72cdaaca.jpg,640,640,2,276,142,456,360
Img_1294_jpg.rf.c4d77be2667c7e50cfddc2789fb4dc12.jpg,640,640,0,15,500,43,535
Img_1294_jpg.rf.c4d77be2667c7e50cfddc2789fb4dc12.jpg,640,640,0,148,408,214,542
Img_1294_jpg.rf.c4d77be2667c7e50cfddc2789fb4dc12.jpg,640,640,0,268,228,434,544
fire1-504-_jpg.rf.c4a2e837724b6d2dfa0368f6e68295a4.jpg,640,640,2,170,2,374,512
fire1-175-_jpg.rf.c5186322f2e264bc2f9cf5fe56f2a060.jpg,640,640,2,248,224,552,394
new_fire_fire-675_png_jpg.rf.c4dd540e58a66720c488d4aafe2fa872.jpg,640,640,2,30,148,588,478
91-Copy_jpg.rf.c52d9b22cb4ec72156a941cf2e64c024.jpg,640,640,2,234,154,426,372
NoiseWEBFire1420_jpg.rf.c546d04bff42ea610b340b1169bf3193.jpg,640,640,4,388,202,638,320
NoiseWEBFire1420_jpg.rf.c546d04bff42ea610b340b1169bf3193.jpg,640,640,2,2,202,322,322
Img_1059_jpg.rf.c55ee72f29f925255ae5bd7e850ddb42.jpg,640,640,0,340,497,520,640
fire1-294-_jpg.rf.c562cbb4879bc7a2e5f824617483b9f3.jpg,640,640,2,146,204,446,352
Img_1296_jpg.rf.c5752579e8468752b78cf5a5871ac5ff.jpg,640,640,0,11,500,53,531
Img_1296_jpg.rf.c5752579e8468752b78cf5a5871ac5ff.jpg,640,640,0,150,261,350,540
Img_1296_jpg.rf.c5752579e8468752b78cf5a5871ac5ff.jpg,640,640,0,376,217,479,395
fire1-431-_jpg.rf.c57510a96a2df47bda9bd3dd652dac4c.jpg,640,640,2,176,202,408,360
538_jpg.rf.c5863b3432fb13663da90cb7557304f4.jpg,640,640,4,390,156,638,312
538_jpg.rf.c5863b3432fb13663da90cb7557304f4.jpg,640,640,2,116,258,328,322
538_jpg.rf.c5863b3432fb13663da90cb7557304f4.jpg,640,640,2,462,292,630,354
MirrorWEBFire1557_jpg.rf.c57bebb21f1a717815e6ed6206012c13.jpg,640,640,2,328,292,366,408
Img_2028_jpg.rf.c581bc22253cf045a85643cabe3a025c.jpg,640,640,0,162,146,336,585
Img_418_jpg.rf.c5901caa2d0a3466a4f5b09544da1cff.jpg,640,640,0,75,424,265,640
Img_418_jpg.rf.c5901caa2d0a3466a4f5b09544da1cff.jpg,640,640,0,149,254,253,440
fire1-350-_jpg.rf.c595516d31375a0f874bdd8312847919.jpg,640,640,2,164,38,516,326
fire1-350-_jpg.rf.c595516d31375a0f874bdd8312847919.jpg,640,640,2,224,366,418,464
Img_1776_jpg.rf.c59d20afcd940e4627a0a5ce81df1c12.jpg,640,640,0,232,242,304,364
Img_1776_jpg.rf.c59d20afcd940e4627a0a5ce81df1c12.jpg,640,640,0,339,267,374,295
Img_1896_jpg.rf.c59fd3789d2e9b0398285a62c69bd474.jpg,640,640,0,313,169,428,231
Img_1896_jpg.rf.c59fd3789d2e9b0398285a62c69bd474.jpg,640,640,0,76,141,304,425
Img_1896_jpg.rf.c59fd3789d2e9b0398285a62c69bd474.jpg,640,640,0,321,0,400,106
Img_1820_jpg.rf.c59a61326ea03fbd3357ffa0b6211695.jpg,640,640,0,163,137,326,471
Img_1820_jpg.rf.c59a61326ea03fbd3357ffa0b6211695.jpg,640,640,0,330,48,405,155
Img_1820_jpg.rf.c59a61326ea03fbd3357ffa0b6211695.jpg,640,640,0,415,271,494,314
Img_341_jpg.rf.c5a9529282af2e6ac838dacd1e1cbc80.jpg,640,640,0,136,403,243,624
fire1-1198-_jpg.rf.c5a6512839030492219cd9a44922fdc0.jpg,640,640,2,232,208,386,520
fire1-55-_jpg.rf.c5c6f60193401d713e77d4b554681175.jpg,640,640,2,198,78,610,384
Img_1407_jpg.rf.c5bf60a56bc15316c81190012d81bd1f.jpg,640,640,0,327,409,363,436
new_fire_fire-694_png_jpg.rf.c5dac1b4a836ad597ff87acc1803ed9b.jpg,640,640,2,36,196,302,388
new_fire_fire-694_png_jpg.rf.c5dac1b4a836ad597ff87acc1803ed9b.jpg,640,640,2,436,360,638,466
ck0oumds8r2ws0794yqsnls8v_jpeg_jpg.rf.c610cc76a6527b8759f6debf08291c72.jpg,640,640,4,325,276,406,335
Img_78_jpg.rf.c5ff328a201b1bfc3f6551ac7f8dab5f.jpg,640,640,0,243,128,346,333
0066_jpg.rf.c5da1f184e1afa7854e446a4cc5fc35e.jpg,640,640,2,326,232,346,268
0066_jpg.rf.c5da1f184e1afa7854e446a4cc5fc35e.jpg,640,640,4,258,76,336,186
NoiseWEBSmoke1334_jpg.rf.c62289575149e56c94ae20ed54d22cb0.jpg,640,640,4,192,108,466,278
NoiseWEBSmoke1334_jpg.rf.c62289575149e56c94ae20ed54d22cb0.jpg,640,640,2,62,306,402,350
fire1-411-_jpg.rf.c63ba2a493a6b18bb6668222bd66116a.jpg,640,640,2,110,146,444,342
Img_1741_jpg.rf.c6422adfb9da2eb821c689c34673c658.jpg,640,640,0,30,83,190,392
0103_jpg.rf.c64466d660090d286184a16a2c86101e.jpg,640,640,2,306,224,358,320
WEBFire1535_jpg.rf.c6564a18658f7264733674dc765116b5.jpg,640,640,2,210,148,362,338
Img_1078_jpg.rf.c694b61a9d2af9cd81a1bc60fe5baf89.jpg,640,640,0,399,525,522,640
Img_490_jpg.rf.c66b0f2d1cc6947dff377a6cc71a1bf7.jpg,640,640,0,16,22,456,307
NoiseWEBFire1121_jpg.rf.c68c4874eca41b078d62dc5baca51e46.jpg,640,640,4,264,80,452,234
NoiseWEBFire1121_jpg.rf.c68c4874eca41b078d62dc5baca51e46.jpg,640,640,4,166,158,244,190
NoiseWEBFire1121_jpg.rf.c68c4874eca41b078d62dc5baca51e46.jpg,640,640,2,202,160,278,228
NoiseWEBFire1121_jpg.rf.c68c4874eca41b078d62dc5baca51e46.jpg,640,640,2,300,260,310,274
NoiseWEBFire1121_jpg.rf.c68c4874eca41b078d62dc5baca51e46.jpg,640,640,2,320,268,340,288
NoiseWEBFire1121_jpg.rf.c68c4874eca41b078d62dc5baca51e46.jpg,640,640,2,358,258,436,304
NoiseWEBFire1121_jpg.rf.c68c4874eca41b078d62dc5baca51e46.jpg,640,640,2,428,308,446,314
NoiseWEBFire1121_jpg.rf.c68c4874eca41b078d62dc5baca51e46.jpg,640,640,2,306,308,372,328
NoiseWEBFire1121_jpg.rf.c68c4874eca41b078d62dc5baca51e46.jpg,640,640,2,176,312,212,338
NoiseWEBFire1121_jpg.rf.c68c4874eca41b078d62dc5baca51e46.jpg,640,640,4,168,80,266,156
fire1-415-_jpg.rf.c6b24b43a98995615700ce78b6eac7de.jpg,640,640,2,190,208,446,358
Img_189_jpg.rf.c6cb79312452431943813dbdadb7cc4c.jpg,640,640,0,249,453,273,485
Img_189_jpg.rf.c6cb79312452431943813dbdadb7cc4c.jpg,640,640,0,315,424,366,480
Img_189_jpg.rf.c6cb79312452431943813dbdadb7cc4c.jpg,640,640,0,479,444,529,479
0191_jpg.rf.c6a7efa2d6aa4c88564136ba5ff67fec.jpg,640,640,2,282,160,334,232
MirrorWEBSmoke721_jpg.rf.c6d430e21d4b7136e90833133a5dccd2.jpg,640,640,4,2,80,216,394
MirrorWEBSmoke721_jpg.rf.c6d430e21d4b7136e90833133a5dccd2.jpg,640,640,4,212,80,452,400
MirrorWEBSmoke721_jpg.rf.c6d430e21d4b7136e90833133a5dccd2.jpg,640,640,4,454,80,638,416
MirrorWEBSmoke721_jpg.rf.c6d430e21d4b7136e90833133a5dccd2.jpg,640,640,2,98,396,106,410
MirrorWEBSmoke721_jpg.rf.c6d430e21d4b7136e90833133a5dccd2.jpg,640,640,2,248,390,362,420
MirrorWEBSmoke721_jpg.rf.c6d430e21d4b7136e90833133a5dccd2.jpg,640,640,2,176,402,184,410
MirrorWEBSmoke721_jpg.rf.c6d430e21d4b7136e90833133a5dccd2.jpg,640,640,2,528,416,618,444
1605f741c11f4bc3_jpg.rf.c6f287761ea5083a1a55269d2ae5f354.jpg,640,640,2,178,388,216,436
ck0tyexsuugj1070158ffdyyt_jpeg_jpg.rf.c702fc47a0afb3ffe4049a4a4d210121.jpg,640,640,4,311,159,534,341
ck0km415y8wk90944mab9i4lr_jpeg_jpg.rf.c6dc7456aa3d2f13d4a49deea22d0f84.jpg,640,640,4,180,272,211,302
WEBFire204_jpg.rf.c70883fbbc60fb06a28ac3025dc1a949.jpg,640,640,2,310,378,478,448
WEBFire204_jpg.rf.c70883fbbc60fb06a28ac3025dc1a949.jpg,640,640,2,266,336,300,390
WEBFire204_jpg.rf.c70883fbbc60fb06a28ac3025dc1a949.jpg,640,640,2,290,308,354,336
WEBFire204_jpg.rf.c70883fbbc60fb06a28ac3025dc1a949.jpg,640,640,2,130,262,238,344
WEBFire204_jpg.rf.c70883fbbc60fb06a28ac3025dc1a949.jpg,640,640,2,188,226,218,244
WEBFire204_jpg.rf.c70883fbbc60fb06a28ac3025dc1a949.jpg,640,640,2,70,264,116,306
WEBFire204_jpg.rf.c70883fbbc60fb06a28ac3025dc1a949.jpg,640,640,2,366,334,406,346
fire1-1547-_jpg.rf.c71643826c538c351cc4fb58a58a6121.jpg,640,640,2,106,18,456,448
Img_1822_jpg.rf.c70a82481444792520139ee5326282ca.jpg,640,640,0,173,152,312,475
Img_1822_jpg.rf.c70a82481444792520139ee5326282ca.jpg,640,640,0,385,263,481,321
Img_1822_jpg.rf.c70a82481444792520139ee5326282ca.jpg,640,640,0,326,36,447,153
MirrorWEBSmoke2540_jpg.rf.c72481040f75d44e5eb6572e5f3d167f.jpg,640,640,4,228,4,362,274
MirrorWEBSmoke2540_jpg.rf.c72481040f75d44e5eb6572e5f3d167f.jpg,640,640,2,268,276,324,318
WEBFire1050_jpg.rf.c74031c0c064df98286dbff5e6108684.jpg,640,640,2,44,232,170,498
WEBFire1050_jpg.rf.c74031c0c064df98286dbff5e6108684.jpg,640,640,2,290,256,416,498
WEBFire1050_jpg.rf.c74031c0c064df98286dbff5e6108684.jpg,640,640,2,184,244,194,254
fire1-205-_jpg.rf.c72235543d726922f5041b19e9c3ffa0.jpg,640,640,2,80,248,178,348
fire1-205-_jpg.rf.c72235543d726922f5041b19e9c3ffa0.jpg,640,640,2,330,256,486,466
Img_361_jpg.rf.c733efb3aa6ab13a168330d3f98b3436.jpg,640,640,0,123,340,251,635
WEBFire289_jpg.rf.c75582d125eb3094248c55e75d51feae.jpg,640,640,4,278,184,423,301
WEBFire289_jpg.rf.c75582d125eb3094248c55e75d51feae.jpg,640,640,2,432,292,444,296
WEBFire289_jpg.rf.c75582d125eb3094248c55e75d51feae.jpg,640,640,2,376,292,380,298
14_jpg.rf.c73b7d9c0f69c93c1f21f25ecffbadef.jpg,640,640,4,276,0,638,448
14_jpg.rf.c73b7d9c0f69c93c1f21f25ecffbadef.jpg,640,640,2,408,450,466,594
14_jpg.rf.c73b7d9c0f69c93c1f21f25ecffbadef.jpg,640,640,2,228,118,296,190
Img_1439_jpg.rf.c761b63916ee7f98d05e3e81fcb2f6be.jpg,640,640,0,340,403,362,434
Img_554_jpg.rf.c76fc2ed4ee3ad4f8fbe43ec660c2dea.jpg,640,640,0,153,43,534,480
0135_jpg.rf.c7961e6b076a09d693f0a5fd1e6a08a8.jpg,640,640,2,256,376,342,434
Img_74_jpg.rf.c770e212f6a9d214d166773836e0b36a.jpg,640,640,0,252,81,358,332
Img_121_jpg.rf.c7abc4a5f2031661bd273fc0c916ee5a.jpg,640,640,0,249,144,345,334
Img_2088_jpg.rf.c7b9845937cf2dfe2de858fcde88619f.jpg,640,640,0,162,78,349,589
WEBSmoke1242_jpg.rf.c79893ae3f88e4a1b0e0409ebdcb89b8.jpg,640,640,4,112,160,351,323
WEBSmoke1242_jpg.rf.c79893ae3f88e4a1b0e0409ebdcb89b8.jpg,640,640,2,202,280,310,354
77_jpg.rf.c7b273f6b25bfd5af67f028f8fefed60.jpg,640,640,2,192,226,372,412
Img_1595_jpg.rf.c7e5708552521f27f37b1e14fef13a34.jpg,640,640,0,239,316,424,497
Img_1440_jpg.rf.c7edc004cf44d7530f7d62c5a69f662d.jpg,640,640,0,328,419,350,436
Img_389_jpg.rf.c7c6fdd47cb005452e705dd1324d8d71.jpg,640,640,0,170,170,309,638
WEBFire1654_jpg.rf.c7c86ca142a487e8380d68307dbcd39b.jpg,640,640,4,163,135,638,377
WEBFire1654_jpg.rf.c7c86ca142a487e8380d68307dbcd39b.jpg,640,640,2,178,264,208,282
WEBFire1654_jpg.rf.c7c86ca142a487e8380d68307dbcd39b.jpg,640,640,2,168,296,198,314
WEBFire1654_jpg.rf.c7c86ca142a487e8380d68307dbcd39b.jpg,640,640,2,488,368,602,396
WEBFire1654_jpg.rf.c7c86ca142a487e8380d68307dbcd39b.jpg,640,640,2,370,362,442,412
WEBFire1654_jpg.rf.c7c86ca142a487e8380d68307dbcd39b.jpg,640,640,2,166,354,282,438
ck0tzttgusl7o0863k0kfvcid_jpeg_jpg.rf.c800e2e4376fb09dd66381e0a1460c92.jpg,640,640,4,150,275,207,301
ck0m1n0c1hbus0863ti6kd58t_jpeg_jpg.rf.c80ca8a75cc023dc0707873dba7e0404.jpg,640,640,4,1,110,153,450
603_jpg.rf.c822b3c26f372d297928c13476490d46.jpg,640,640,2,250,138,500,336
MirrorWEBSmoke2529_jpg.rf.c81467da4969617ffd72ab21b8634ca7.jpg,640,640,4,292,92,350,266
MirrorWEBSmoke2529_jpg.rf.c81467da4969617ffd72ab21b8634ca7.jpg,640,640,2,306,266,340,298
Img_1398_jpg.rf.c862ace31d488bd041b55ee40f4eeb60.jpg,640,640,0,45,65,94,171
Img_1398_jpg.rf.c862ace31d488bd041b55ee40f4eeb60.jpg,640,640,0,48,248,88,333
Img_1398_jpg.rf.c862ace31d488bd041b55ee40f4eeb60.jpg,640,640,0,345,482,640,550
Img_1398_jpg.rf.c862ace31d488bd041b55ee40f4eeb60.jpg,640,640,0,460,147,501,478
Img_1398_jpg.rf.c862ace31d488bd041b55ee40f4eeb60.jpg,640,640,0,553,328,577,457
Img_1398_jpg.rf.c862ace31d488bd041b55ee40f4eeb60.jpg,640,640,0,591,334,613,380
588_jpg.rf.c82aeca202f7710036ebe07494483d45.jpg,640,640,2,2,14,638,388
ck0knam319ybv0701clozevt3_jpeg_jpg.rf.c88e72ccde7e439154a616cea840b19b.jpg,640,640,4,482,395,525,427
Img_1887_jpg.rf.c83dc88adc155f3be2e8a546d8a29e05.jpg,640,640,0,293,42,397,128
Img_1887_jpg.rf.c83dc88adc155f3be2e8a546d8a29e05.jpg,640,640,0,93,158,291,437
Img_1887_jpg.rf.c83dc88adc155f3be2e8a546d8a29e05.jpg,640,640,0,312,219,413,269
WEBFire1259_jpg.rf.c8b460e789adef1f99e3f01ca5fe1993.jpg,640,640,2,280,282,322,342
WEBFire1259_jpg.rf.c8b460e789adef1f99e3f01ca5fe1993.jpg,640,640,4,272,99,378,286
fire1-199-_jpg.rf.c829ffa652ee44cedf3e9b09987f0637.jpg,640,640,2,84,262,470,482
ck0qd7zf9fax10794ucj3kmt5_jpeg_jpg.rf.c868927af81235e3f3f30f97b7150969.jpg,640,640,4,495,279,580,335
0140_jpg.rf.c8c690f4a140147a63b81f48b2ee729b.jpg,640,640,4,130,412,342,638
0140_jpg.rf.c8c690f4a140147a63b81f48b2ee729b.jpg,640,640,2,350,578,382,638
Img_1756_jpg.rf.c8a38097789cb89636d94892241654d5.jpg,640,640,0,40,319,81,447
fire1-555-_jpg.rf.c8dab4e2e0799611f83bd2f017fd3461.jpg,640,640,2,190,104,406,382
44_jpg.rf.c904e2c615ab5e8a4e80874505a49f84.jpg,640,640,4,314,28,398,292
44_jpg.rf.c904e2c615ab5e8a4e80874505a49f84.jpg,640,640,2,324,296,374,392
Img_1112_jpg.rf.c8fd6c73195c090efbb44b9c8ea27776.jpg,640,640,0,405,544,513,628
ck0t6o7hrlbs407944kyd1i2r_jpeg_jpg.rf.c90be13523ca98c5fdeff87a03b52ca4.jpg,640,640,4,211,262,297,318
Img_361_jpg.rf.c9055652058ec7a439d2fa5a8be99630.jpg,640,640,0,123,340,251,635
Img_1082_jpg.rf.c90a63486632a27c9bd5f8f08ad6f103.jpg,640,640,0,394,499,533,635
fire1-1259-_jpg.rf.c90f3851db0f957618f441ee072ba274.jpg,640,640,2,304,310,424,414
fire1-1259-_jpg.rf.c90f3851db0f957618f441ee072ba274.jpg,640,640,2,458,398,500,484
fire1-1259-_jpg.rf.c90f3851db0f957618f441ee072ba274.jpg,640,640,2,518,410,554,556
fire1-1259-_jpg.rf.c90f3851db0f957618f441ee072ba274.jpg,640,640,2,562,398,639,639
82-Copy_jpg.rf.c917bb1c7b964e0bd539250c1ba4bdb9.jpg,640,640,4,142,174,220,234
82-Copy_jpg.rf.c917bb1c7b964e0bd539250c1ba4bdb9.jpg,640,640,2,134,226,524,420
82-Copy_jpg.rf.c917bb1c7b964e0bd539250c1ba4bdb9.jpg,640,640,4,44,318,114,474
82-Copy_jpg.rf.c917bb1c7b964e0bd539250c1ba4bdb9.jpg,640,640,4,138,416,244,474
82-Copy_jpg.rf.c917bb1c7b964e0bd539250c1ba4bdb9.jpg,640,640,2,424,436,516,462
82-Copy_jpg.rf.c917bb1c7b964e0bd539250c1ba4bdb9.jpg,640,640,4,294,422,420,482
82-Copy_jpg.rf.c917bb1c7b964e0bd539250c1ba4bdb9.jpg,640,640,4,426,2,624,160
82-Copy_jpg.rf.c917bb1c7b964e0bd539250c1ba4bdb9.jpg,640,640,2,366,80,424,160
82-Copy_jpg.rf.c917bb1c7b964e0bd539250c1ba4bdb9.jpg,640,640,2,298,158,494,228
NoiseWEBFire1384_jpg.rf.c92a999c54bb6691cd44274aa2522b7e.jpg,640,640,2,110,178,242,306
NoiseWEBFire1384_jpg.rf.c92a999c54bb6691cd44274aa2522b7e.jpg,640,640,4,294,242,532,356
NoiseWEBFire1384_jpg.rf.c92a999c54bb6691cd44274aa2522b7e.jpg,640,640,2,90,316,104,330
NoiseWEBFire1384_jpg.rf.c92a999c54bb6691cd44274aa2522b7e.jpg,640,640,4,434,138,638,254
Img_92_jpg.rf.c91116d54f0b1c6578aab3eadb4f7c79.jpg,640,640,0,242,103,364,341
Img_45_jpg.rf.c9321d728d7d42ecdd18a4540fdaa2e7.jpg,640,640,0,253,86,364,333
Img_1305_jpg.rf.c9349baf4b7f96c7fc38357796b15b4c.jpg,640,640,0,11,502,44,530
Img_1305_jpg.rf.c9349baf4b7f96c7fc38357796b15b4c.jpg,640,640,0,151,280,345,537
Img_1305_jpg.rf.c9349baf4b7f96c7fc38357796b15b4c.jpg,640,640,0,404,265,447,353
new_fire_fire-588_png_jpg.rf.c95d27c408020a48cefc36fafd21adf0.jpg,640,640,2,90,186,532,408
fire1-909-_jpg.rf.c957de3a01408397ca84dd7eea49b644.jpg,640,640,2,198,218,290,340
MirrorWEBFire1046_jpg.rf.c932b47cb0e2f4be0abdd4a86f73f771.jpg,640,640,2,288,156,476,468
WEBFire270_jpg.rf.c96689c3f65b792ab551c8906ab937e3.jpg,640,640,2,308,390,472,458
WEBFire270_jpg.rf.c96689c3f65b792ab551c8906ab937e3.jpg,640,640,2,268,352,302,400
WEBFire270_jpg.rf.c96689c3f65b792ab551c8906ab937e3.jpg,640,640,2,286,322,356,350
WEBFire270_jpg.rf.c96689c3f65b792ab551c8906ab937e3.jpg,640,640,2,132,280,242,358
WEBFire270_jpg.rf.c96689c3f65b792ab551c8906ab937e3.jpg,640,640,2,70,286,114,324
WEBFire270_jpg.rf.c96689c3f65b792ab551c8906ab937e3.jpg,640,640,2,106,266,116,274
WEBFire270_jpg.rf.c96689c3f65b792ab551c8906ab937e3.jpg,640,640,2,366,346,400,356
Img_1685_jpg.rf.c95eda17f04e7bb4651f24804083def4.jpg,640,640,0,202,288,250,355
ck0tswp1wtrfp0701idogph92_jpeg_jpg.rf.c9622659f03112b5c17b80af985c8d90.jpg,640,640,4,216,248,248,320
Img_1925_jpg.rf.c9873409faa0d9b69ddf5c1623254b78.jpg,640,640,0,85,236,310,514
ck0k9dg0vjxcg0848rmqzl38w_jpeg_jpg.rf.c96aa8617288222732e20262619359e8.jpg,640,640,4,126,263,251,418
ck0kcju199xgd0721ljl6cd2n_jpeg_jpg.rf.c98f1068a3350030006e161583ed0b60.jpg,640,640,4,197,275,214,307
647_jpg.rf.c9a042837ad4fcd66917eb6f98d3e0cf.jpg,640,640,4,434,80,496,262
647_jpg.rf.c9a042837ad4fcd66917eb6f98d3e0cf.jpg,640,640,2,190,146,438,228
Img_34_jpg.rf.c9aa0ed55deb0c8eca67d9d804ccf2f8.jpg,640,640,0,259,93,364,333
Img_509_jpg.rf.c9b5662506ac5cc0704283b5e242c7ad.jpg,640,640,0,176,63,491,529
ezgif-frame-084_jpg.rf.c9ac5368f1ab2f813fa578348af0dc44.jpg,640,640,2,180,142,266,319
Img_1466_jpg.rf.c9acb20c1e21eb148f715a6e2775ec01.jpg,640,640,0,333,402,370,435
fire1-742-_jpg.rf.c9badebde5e7ae9d7e633bc58b588f98.jpg,640,640,2,274,238,308,326
fire1-742-_jpg.rf.c9badebde5e7ae9d7e633bc58b588f98.jpg,640,640,2,350,270,396,354
fire1-742-_jpg.rf.c9badebde5e7ae9d7e633bc58b588f98.jpg,640,640,4,106,2,402,238
fire1-105-_jpg.rf.ca255ab07d6ba249420d85beadf01b5e.jpg,640,640,2,330,146,560,286
fire1-346-_jpg.rf.c9c6733911de69c68e29c2bc568e1b48.jpg,640,640,2,2,494,48,550
